"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"09/21/2017","AQS","450450016","1","0.057","ppm","58","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/22/2017","AQS","450450016","1","0.057","ppm","58","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/23/2017","AQS","450450016","1","0.058","ppm","61","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/24/2017","AQS","450450016","1","0.051","ppm","47","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/25/2017","AQS","450450016","1","0.053","ppm","49","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/26/2017","AQS","450450016","1","0.049","ppm","45","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/28/2017","AQS","450450016","1","0.054","ppm","50","Hillcrest Middle School","13","76.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/29/2017","AQS","450450016","1","0.062","ppm","74","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"09/30/2017","AQS","450450016","1","0.051","ppm","47","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/01/2017","AQS","450450016","1","0.038","ppm","35","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/02/2017","AQS","450450016","1","0.043","ppm","40","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/03/2017","AQS","450450016","1","0.05","ppm","46","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/04/2017","AQS","450450016","1","0.053","ppm","49","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/05/2017","AQS","450450016","1","0.043","ppm","40","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/06/2017","AQS","450450016","1","0.037","ppm","34","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/07/2017","AQS","450450016","1","0.025","ppm","23","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/08/2017","AQS","450450016","1","0.014","ppm","13","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/09/2017","AQS","450450016","1","0.015","ppm","14","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/10/2017","AQS","450450016","1","0.02","ppm","19","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/11/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/12/2017","AQS","450450016","1","0.043","ppm","40","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/13/2017","AQS","450450016","1","0.016","ppm","15","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/14/2017","AQS","450450016","1","0.035","ppm","32","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/15/2017","AQS","450450016","1","0.029","ppm","27","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/16/2017","AQS","450450016","1","0.029","ppm","27","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/17/2017","AQS","450450016","1","0.039","ppm","36","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/18/2017","AQS","450450016","1","0.042","ppm","39","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/19/2017","AQS","450450016","1","0.048","ppm","44","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/20/2017","AQS","450450016","1","0.045","ppm","42","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/21/2017","AQS","450450016","1","0.048","ppm","44","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/22/2017","AQS","450450016","1","0.037","ppm","34","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/23/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/24/2017","AQS","450450016","1","0.036","ppm","33","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/25/2017","AQS","450450016","1","0.032","ppm","30","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/26/2017","AQS","450450016","1","0.038","ppm","35","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/27/2017","AQS","450450016","1","0.041","ppm","38","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/28/2017","AQS","450450016","1","0.03","ppm","28","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/29/2017","AQS","450450016","1","0.019","ppm","18","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/30/2017","AQS","450450016","1","0.032","ppm","30","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"10/31/2017","AQS","450450016","1","0.045","ppm","42","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/01/2017","AQS","450450016","1","0.048","ppm","44","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/02/2017","AQS","450450016","1","0.04","ppm","37","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/03/2017","AQS","450450016","1","0.04","ppm","37","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/04/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/05/2017","AQS","450450016","1","0.014","ppm","13","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/06/2017","AQS","450450016","1","0.026","ppm","24","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/07/2017","AQS","450450016","1","0.008","ppm","7","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/08/2017","AQS","450450016","1","0.013","ppm","12","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/09/2017","AQS","450450016","1","0.018","ppm","17","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/10/2017","AQS","450450016","1","0.037","ppm","34","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/11/2017","AQS","450450016","1","0.031","ppm","29","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/12/2017","AQS","450450016","1","0.026","ppm","24","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/13/2017","AQS","450450016","1","0.023","ppm","21","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/14/2017","AQS","450450016","1","0.022","ppm","20","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/15/2017","AQS","450450016","1","0.03","ppm","28","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/16/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/17/2017","AQS","450450016","1","0.034","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/18/2017","AQS","450450016","1","0.037","ppm","34","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/19/2017","AQS","450450016","1","0.024","ppm","22","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/20/2017","AQS","450450016","1","0.029","ppm","27","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/21/2017","AQS","450450016","1","0.028","ppm","26","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/22/2017","AQS","450450016","1","0.04","ppm","37","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/23/2017","AQS","450450016","1","0.028","ppm","26","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/24/2017","AQS","450450016","1","0.034","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/25/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/26/2017","AQS","450450016","1","0.039","ppm","36","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/27/2017","AQS","450450016","1","0.038","ppm","35","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/28/2017","AQS","450450016","1","0.037","ppm","34","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/29/2017","AQS","450450016","1","0.041","ppm","38","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"11/30/2017","AQS","450450016","1","0.034","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/01/2017","AQS","450450016","1","0.04","ppm","37","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/02/2017","AQS","450450016","1","0.034","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/03/2017","AQS","450450016","1","0.039","ppm","36","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/04/2017","AQS","450450016","1","0.031","ppm","29","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/05/2017","AQS","450450016","1","0.026","ppm","24","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/06/2017","AQS","450450016","1","0.019","ppm","18","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/07/2017","AQS","450450016","1","0.025","ppm","23","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/08/2017","AQS","450450016","1","0.019","ppm","18","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/09/2017","AQS","450450016","1","0.031","ppm","29","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/10/2017","AQS","450450016","1","0.03","ppm","28","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/11/2017","AQS","450450016","1","0.031","ppm","29","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/12/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/13/2017","AQS","450450016","1","0.034","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/14/2017","AQS","450450016","1","0.035","ppm","32","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/15/2017","AQS","450450016","1","0.022","ppm","20","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/16/2017","AQS","450450016","1","0.03","ppm","28","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/17/2017","AQS","450450016","1","0.029","ppm","27","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/18/2017","AQS","450450016","1","0.022","ppm","20","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/19/2017","AQS","450450016","1","0.037","ppm","34","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/20/2017","AQS","450450016","1","0.022","ppm","20","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/21/2017","AQS","450450016","1","0.025","ppm","23","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/22/2017","AQS","450450016","1","0.027","ppm","25","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/23/2017","AQS","450450016","1","0.02","ppm","19","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/24/2017","AQS","450450016","1","0.022","ppm","20","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/25/2017","AQS","450450016","1","0.031","ppm","29","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/26/2017","AQS","450450016","1","0.033","ppm","31","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/27/2017","AQS","450450016","1","0.027","ppm","25","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"12/28/2017","AQS","450450016","1","0.032","ppm","30","Hillcrest Middle School","17","100.0000","44201","Ozone","24860","Greenville-Anderson-Mauldin, SC","45","South Carolina","045","Greenville","34.75184811","-82.25670125"
"01/01/2017","AQS","450510008","1","0.027","ppm","25","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/02/2017","AQS","450510008","1","0.022","ppm","20","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/03/2017","AQS","450510008","1","0.02","ppm","19","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/04/2017","AQS","450510008","1","0.021","ppm","19","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/05/2017","AQS","450510008","1","0.03","ppm","28","Coastal Carolina University","13","76.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/06/2017","AQS","450510008","1","0.018","ppm","17","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/07/2017","AQS","450510008","1","0.029","ppm","27","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/08/2017","AQS","450510008","1","0.032","ppm","30","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/09/2017","AQS","450510008","1","0.031","ppm","29","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/10/2017","AQS","450510008","1","0.026","ppm","24","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/11/2017","AQS","450510008","1","0.031","ppm","29","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/12/2017","AQS","450510008","1","0.027","ppm","25","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/13/2017","AQS","450510008","1","0.031","ppm","29","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/14/2017","AQS","450510008","1","0.027","ppm","25","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/15/2017","AQS","450510008","1","0.028","ppm","26","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/16/2017","AQS","450510008","1","0.019","ppm","18","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/17/2017","AQS","450510008","1","0.02","ppm","19","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/18/2017","AQS","450510008","1","0.026","ppm","24","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/19/2017","AQS","450510008","1","0.027","ppm","25","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/20/2017","AQS","450510008","1","0.024","ppm","22","Coastal Carolina University","13","76.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/21/2017","AQS","450510008","1","0.025","ppm","23","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/22/2017","AQS","450510008","1","0.029","ppm","27","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/23/2017","AQS","450510008","1","0.029","ppm","27","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/24/2017","AQS","450510008","1","0.027","ppm","25","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/25/2017","AQS","450510008","1","0.032","ppm","30","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/26/2017","AQS","450510008","1","0.038","ppm","35","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/27/2017","AQS","450510008","1","0.034","ppm","31","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/28/2017","AQS","450510008","1","0.032","ppm","30","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/29/2017","AQS","450510008","1","0.033","ppm","31","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/30/2017","AQS","450510008","1","0.032","ppm","30","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
"01/31/2017","AQS","450510008","1","0.039","ppm","36","Coastal Carolina University","17","100.0000","44201","Ozone","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","45","South Carolina","051","Horry","33.8005","-78.9941"
